X,Y,MSAGComm
-71.43264989,41.86857205,NORTH PROVIDENCE
-71.44117957,41.86957577,NORTH PROVIDENCE
-71.44016864,41.87036462,NORTH PROVIDENCE
-71.43866355,41.87045657,NORTH PROVIDENCE
-71.43893732,41.86842934,NORTH PROVIDENCE
-71.43870275,41.86980345,NORTH PROVIDENCE
-71.43762217,41.8698688,NORTH PROVIDENCE
-71.43605235,41.86952027,NORTH PROVIDENCE
-71.43601917,41.87024461,NORTH PROVIDENCE
-71.43678468,41.87076204,NORTH PROVIDENCE
-71.43810607,41.87114643,NORTH PROVIDENCE
-71.43902546,41.87157938,NORTH PROVIDENCE
-71.43295339,41.87065849,NORTH PROVIDENCE
-71.43422322,41.87261017,NORTH PROVIDENCE
-71.43594358,41.87256272,NORTH PROVIDENCE
-71.43829025,41.87255521,NORTH PROVIDENCE
-71.43751727,41.87337294,NORTH PROVIDENCE
-71.4342669,41.87352763,NORTH PROVIDENCE
-71.43541224,41.87463094,NORTH PROVIDENCE
-71.43400024,41.87521525,NORTH PROVIDENCE
-71.43694463,41.87492847,NORTH PROVIDENCE
-71.43873084,41.87502833,NORTH PROVIDENCE
-71.44847895,41.87426669,NORTH PROVIDENCE
-71.44711252,41.87314844,NORTH PROVIDENCE
-71.44580758,41.87319755,NORTH PROVIDENCE
-71.44477452,41.8737293,NORTH PROVIDENCE
-71.44506004,41.87508922,NORTH PROVIDENCE
-71.44361094,41.87473018,NORTH PROVIDENCE
-71.44393497,41.87550073,NORTH PROVIDENCE
-71.44233079,41.87566609,NORTH PROVIDENCE
-71.44626456,41.87196641,NORTH PROVIDENCE
-71.44695952,41.8715794,NORTH PROVIDENCE
-71.44780839,41.87173637,NORTH PROVIDENCE
-71.44093599,41.87521079,NORTH PROVIDENCE
-71.43981441,41.87413926,NORTH PROVIDENCE
-71.4406195,41.87297457,NORTH PROVIDENCE
-71.44091668,41.8722275,NORTH PROVIDENCE
-71.44262597,41.87172734,NORTH PROVIDENCE
-71.44140297,41.8709751,NORTH PROVIDENCE
-71.44314579,41.87015187,NORTH PROVIDENCE
-71.44264605,41.86921496,NORTH PROVIDENCE
-71.44170296,41.86845348,NORTH PROVIDENCE
-71.4417018,41.86973909,NORTH PROVIDENCE
-71.42780311,41.86803146,NORTH PROVIDENCE
-71.42857768,41.86830099,NORTH PROVIDENCE
-71.42593535,41.86828566,NORTH PROVIDENCE
-71.42509034,41.86847475,NORTH PROVIDENCE
-71.42598204,41.86966204,NORTH PROVIDENCE
-71.42772265,41.86939958,NORTH PROVIDENCE
-71.42818143,41.86986123,NORTH PROVIDENCE
-71.42736963,41.87110924,NORTH PROVIDENCE
-71.42903902,41.87226862,NORTH PROVIDENCE
-71.42875003,41.87289046,NORTH PROVIDENCE
-71.42719193,41.87206206,NORTH PROVIDENCE
-71.42616092,41.87230755,NORTH PROVIDENCE
-71.42507962,41.87174371,NORTH PROVIDENCE
-71.42513522,41.87386737,NORTH PROVIDENCE
-71.42412561,41.87314682,NORTH PROVIDENCE
-71.42385415,41.87089037,NORTH PROVIDENCE
-71.4246409,41.87029234,NORTH PROVIDENCE
-71.42543505,41.87071243,NORTH PROVIDENCE
-71.42496438,41.86954872,NORTH PROVIDENCE
-71.42323238,41.86893248,NORTH PROVIDENCE
-71.42092079,41.86948436,NORTH PROVIDENCE
-71.42122125,41.8705306,NORTH PROVIDENCE
-71.42202106,41.87053445,NORTH PROVIDENCE
-71.42262422,41.87008013,NORTH PROVIDENCE
-71.42183223,41.87205363,NORTH PROVIDENCE
-71.4206218,41.87109242,NORTH PROVIDENCE
-71.42332853,41.87205568,NORTH PROVIDENCE
-71.42128132,41.87274933,NORTH PROVIDENCE
-71.42179265,41.87388695,NORTH PROVIDENCE
-71.42593933,41.87800613,NORTH PROVIDENCE
-71.42769404,41.87770721,NORTH PROVIDENCE
-71.42469941,41.87747377,NORTH PROVIDENCE
-71.42364912,41.87672072,NORTH PROVIDENCE
-71.42501808,41.87632696,NORTH PROVIDENCE
-71.42608959,41.87679478,NORTH PROVIDENCE
-71.42729098,41.87607158,NORTH PROVIDENCE
-71.42798712,41.87559745,NORTH PROVIDENCE
-71.43010826,41.87591843,NORTH PROVIDENCE
-71.4306984,41.87676785,NORTH PROVIDENCE
-71.4253142,41.87507601,NORTH PROVIDENCE
-71.42722206,41.87437298,NORTH PROVIDENCE
-71.42859014,41.87413861,NORTH PROVIDENCE
-71.42642428,41.87340791,NORTH PROVIDENCE
-71.42410343,41.86512552,NORTH PROVIDENCE
-71.42215541,41.86528178,NORTH PROVIDENCE
-71.42024729,41.86497832,NORTH PROVIDENCE
-71.42167925,41.86458379,NORTH PROVIDENCE
-71.42501113,41.86424055,NORTH PROVIDENCE
-71.42376014,41.86392652,NORTH PROVIDENCE
-71.42522209,41.86361107,NORTH PROVIDENCE
-71.42658459,41.86254272,NORTH PROVIDENCE
-71.42766114,41.86192893,NORTH PROVIDENCE
-71.42532964,41.86270929,NORTH PROVIDENCE
-71.42569118,41.86207051,NORTH PROVIDENCE
-71.42638013,41.86149419,NORTH PROVIDENCE
-71.42498105,41.86175885,NORTH PROVIDENCE
-71.42487626,41.86118202,NORTH PROVIDENCE
-71.4228317,41.86191381,NORTH PROVIDENCE
-71.42043826,41.86061944,NORTH PROVIDENCE
-71.41943109,41.86033305,NORTH PROVIDENCE
-71.41800452,41.86048565,NORTH PROVIDENCE
-71.42176298,41.86121119,NORTH PROVIDENCE
-71.42161987,41.86216641,NORTH PROVIDENCE
-71.42039533,41.86258378,NORTH PROVIDENCE
-71.4217051,41.86278632,NORTH PROVIDENCE
-71.42188256,41.86333741,NORTH PROVIDENCE
-71.42222321,41.8637353,NORTH PROVIDENCE
-71.42231998,41.8604254,NORTH PROVIDENCE
-71.4204238,41.86886409,NORTH PROVIDENCE
-71.42316891,41.86820631,NORTH PROVIDENCE
-71.42505534,41.86778284,NORTH PROVIDENCE
-71.42515292,41.86704192,NORTH PROVIDENCE
-71.42327593,41.86749454,NORTH PROVIDENCE
-71.42109817,41.86807432,NORTH PROVIDENCE
-71.41985732,41.86748113,NORTH PROVIDENCE
-71.42063382,41.86638145,NORTH PROVIDENCE
-71.42219106,41.86700056,NORTH PROVIDENCE
-71.42332284,41.86612205,NORTH PROVIDENCE
-71.4214538,41.86572927,NORTH PROVIDENCE
-71.419908,41.8655573,NORTH PROVIDENCE
-71.42649508,41.86548037,NORTH PROVIDENCE
-71.42457335,41.8664361,NORTH PROVIDENCE
-71.42828467,41.86645656,NORTH PROVIDENCE
-71.48374589,41.87021385,NORTH PROVIDENCE
-71.47255563,41.86497808,NORTH PROVIDENCE
-71.47379244,41.86414939,NORTH PROVIDENCE
-71.47931583,41.86078139,NORTH PROVIDENCE
-71.47963747,41.86141409,NORTH PROVIDENCE
-71.48981621,41.86890827,NORTH PROVIDENCE
-71.49289944,41.86786513,NORTH PROVIDENCE
-71.47292793,41.87068913,NORTH PROVIDENCE
-71.47289128,41.86930727,NORTH PROVIDENCE
-71.46876466,41.86502295,NORTH PROVIDENCE
-71.46852296,41.86500543,NORTH PROVIDENCE
-71.4592428,41.87036209,NORTH PROVIDENCE
-71.4576466,41.872533,NORTH PROVIDENCE
-71.45911409,41.87243786,NORTH PROVIDENCE
-71.45884345,41.87180026,NORTH PROVIDENCE
-71.45419245,41.85233237,NORTH PROVIDENCE
-71.47541464,41.84637216,NORTH PROVIDENCE
-71.42823741,41.87687538,NORTH PROVIDENCE
-71.43706099,41.86691619,NORTH PROVIDENCE
-71.44150223,41.86399445,NORTH PROVIDENCE
-71.44430043,41.8636204,NORTH PROVIDENCE
-71.45768503,41.87150543,NORTH PROVIDENCE
-71.45728421,41.8731901,NORTH PROVIDENCE
-71.45852201,41.87311167,NORTH PROVIDENCE
-71.4595715,41.873134,NORTH PROVIDENCE
-71.45647776,41.87240719,NORTH PROVIDENCE
-71.41927202,41.86380375,NORTH PROVIDENCE
-71.44688204,41.85673318,NORTH PROVIDENCE
-71.44636815,41.87017648,NORTH PROVIDENCE
-71.47231743,41.87051274,NORTH PROVIDENCE
-71.47389278,41.87096478,NORTH PROVIDENCE
-71.41976926,41.86988286,PAWTUCKET
-71.41822269,41.86427727,PAWTUCKET
-71.41797642,41.86273563,PAWTUCKET
-71.41776137,41.86156985,PAWTUCKET
-71.41873472,41.86614296,PAWTUCKET
-71.5094362,41.97437281,NORTH SMITHFIELD
-71.56596902,42.00181337,NORTH SMITHFIELD
-71.56492827,42.00150468,NORTH SMITHFIELD
-71.56592525,42.00028038,NORTH SMITHFIELD
-71.562264,41.9980731,NORTH SMITHFIELD
-71.56384996,41.99905284,NORTH SMITHFIELD
-71.54312176,41.99181653,NORTH SMITHFIELD
-71.51978407,41.98489627,WOONSOCKET
-71.52421603,41.98627447,NORTH SMITHFIELD
-71.3570246,41.87862809,PAWTUCKET
-71.39420822,41.88182588,PAWTUCKET
-71.42002443,41.87267429,PAWTUCKET
-71.42027878,41.87444771,PAWTUCKET
-71.4172732,41.86517502,PAWTUCKET
-71.41818871,41.8664055,PAWTUCKET
-71.41883722,41.86923761,PAWTUCKET
-71.36531787,41.85893538,PAWTUCKET
-71.36449909,41.85941785,PAWTUCKET
-71.34294953,41.86089829,PAWTUCKET
-71.39445818,41.85680082,PROVIDENCE
-71.3939141,41.8569632,PAWTUCKET
-71.39796744,41.85731096,PAWTUCKET
-71.39549972,41.85745578,PAWTUCKET
-71.39358671,41.85752542,PAWTUCKET
-71.39010688,41.85728399,PAWTUCKET
-71.38466028,41.85772774,PAWTUCKET
-71.3889582,41.85871534,PAWTUCKET
-71.38787869,41.85747313,PAWTUCKET
-71.38690918,41.85729831,PAWTUCKET
-71.38637602,41.85800786,PAWTUCKET
-71.38733972,41.85884403,PAWTUCKET
-71.3856017,41.85800468,PAWTUCKET
-71.41576148,41.87014174,PAWTUCKET
-71.41570738,41.86292947,PAWTUCKET
-71.41653388,41.86404412,PAWTUCKET
-71.41379867,41.8705595,PAWTUCKET
-71.41267616,41.87084571,PAWTUCKET
-71.41821716,41.86882108,PAWTUCKET
-71.4153026,41.8695254,PAWTUCKET
-71.41265993,41.87016315,PAWTUCKET
-71.41170188,41.87161265,PAWTUCKET
-71.41835405,41.87007513,PAWTUCKET
-71.41690591,41.87056661,PAWTUCKET
-71.41749763,41.86823166,PAWTUCKET
-71.41615312,41.86862987,PAWTUCKET
-71.41422745,41.86907526,PAWTUCKET
-71.41271786,41.86941657,PAWTUCKET
-71.41753734,41.86771225,PAWTUCKET
-71.41452603,41.86818136,PAWTUCKET
-71.41176054,41.86898442,PAWTUCKET
-71.41026332,41.86857299,PAWTUCKET
-71.41074719,41.8583679,PAWTUCKET
-71.410201,41.85867079,PAWTUCKET
-71.40924649,41.85882571,PAWTUCKET
-71.41728268,41.86717941,PAWTUCKET
-71.41341177,41.86773356,PAWTUCKET
-71.41128609,41.87058837,PAWTUCKET
-71.41074791,41.8693633,PAWTUCKET
-71.41734631,41.86954455,PAWTUCKET
-71.41535394,41.86668843,PAWTUCKET
-71.41609081,41.86776384,PAWTUCKET
-71.41282327,41.86751439,PAWTUCKET
-71.41307441,41.86849057,PAWTUCKET
-71.414608,41.865635,PAWTUCKET
-71.41291794,41.86272041,PAWTUCKET
-71.41176021,41.86157414,PAWTUCKET
-71.41663555,41.86678184,PAWTUCKET
-71.41674666,41.86593658,PAWTUCKET
-71.41365553,41.86700712,PAWTUCKET
-71.41496614,41.86739332,PAWTUCKET
-71.41551865,41.8658842,PAWTUCKET
-71.41357294,41.86634559,PAWTUCKET
-71.41088562,41.87189474,PAWTUCKET
-71.41573552,41.86490215,PAWTUCKET
-71.41276603,41.86587144,PAWTUCKET
-71.41493081,41.8598869,PAWTUCKET
-71.41333359,41.85968318,PAWTUCKET
-71.41444685,41.86361825,PAWTUCKET
-71.41549695,41.86065382,PAWTUCKET
-71.41402805,41.86047935,PAWTUCKET
-71.41208419,41.86069117,PAWTUCKET
-71.41141014,41.85953934,PAWTUCKET
-71.41614388,41.86186785,PAWTUCKET
-71.41701866,41.86130342,PAWTUCKET
-71.41364225,41.87135965,PAWTUCKET
-71.41522069,41.87096576,PAWTUCKET
-71.41730943,41.86425458,PAWTUCKET
-71.41426773,41.86205048,PAWTUCKET
-71.41539249,41.8641489,PAWTUCKET
-71.41933518,41.87125793,PAWTUCKET
-71.41784087,41.87174297,PAWTUCKET
-71.41597253,41.87213349,PAWTUCKET
-71.41974664,41.87371356,PAWTUCKET
-71.41974795,41.87508538,PAWTUCKET
-71.41968836,41.87565265,PAWTUCKET
-71.41944115,41.87626825,PAWTUCKET
-71.41982255,41.87717568,PAWTUCKET
-71.41652207,41.87122272,PAWTUCKET
-71.4122686,41.87226157,PAWTUCKET
-71.41773552,41.87229863,PAWTUCKET
-71.41720694,41.87318373,PAWTUCKET
-71.40946934,41.86957283,PAWTUCKET
-71.41234592,41.87566322,PAWTUCKET
-71.41822191,41.87391395,PAWTUCKET
-71.41660217,41.87348577,PAWTUCKET
-71.41792096,41.87461286,PAWTUCKET
-71.41638326,41.87418242,PAWTUCKET
-71.41401954,41.87359376,PAWTUCKET
-71.41208592,41.87306925,PAWTUCKET
-71.41815198,41.87523163,PAWTUCKET
-71.41933431,41.87441881,PAWTUCKET
-71.4192697,41.87271053,PAWTUCKET
-71.4183177,41.87092532,PAWTUCKET
-71.41704208,41.87563178,PAWTUCKET
-71.41311963,41.8746639,PAWTUCKET
-71.41153055,41.87413027,PAWTUCKET
-71.41675859,41.87631601,PAWTUCKET
-71.41505967,41.87587892,PAWTUCKET
-71.41327633,41.87536631,PAWTUCKET
-71.41028814,41.87418019,PAWTUCKET
-71.41244735,41.87368279,PAWTUCKET
-71.41382237,41.87404022,PAWTUCKET
-71.41557398,41.87452002,PAWTUCKET
-71.41691147,41.87846614,PAWTUCKET
-71.41610154,41.87737306,PAWTUCKET
-71.41687871,41.87704181,PAWTUCKET
-71.41402266,41.87616914,PAWTUCKET
-71.41073097,41.87538027,PAWTUCKET
-71.41518076,41.87658872,PAWTUCKET
-71.41374011,41.87697224,PAWTUCKET
-71.41040891,41.87620379,PAWTUCKET
-71.39704068,41.86009004,PAWTUCKET
-71.39288281,41.86485529,PAWTUCKET
-71.3922708,41.86541919,PAWTUCKET
-71.38960086,41.8681043,PAWTUCKET
-71.38864982,41.86916468,PAWTUCKET
-71.39773211,41.85795328,PAWTUCKET
-71.39550032,41.85817103,PAWTUCKET
-71.393134,41.85835522,PAWTUCKET
-71.3963522,41.85947413,PAWTUCKET
-71.39534437,41.85897795,PAWTUCKET
-71.39411509,41.858947,PAWTUCKET
-71.41763849,41.87800203,PAWTUCKET
-71.41371894,41.87764948,PAWTUCKET
-71.4108753,41.87697914,PAWTUCKET
-71.41625284,41.87923094,PAWTUCKET
-71.41757972,41.87903732,PAWTUCKET
-71.39694919,41.86242885,PAWTUCKET
-71.39628269,41.86319492,PAWTUCKET
-71.39566961,41.86388613,PAWTUCKET
-71.39358895,41.86618265,PAWTUCKET
-71.39201752,41.86798266,PAWTUCKET
-71.39110659,41.86891853,PAWTUCKET
-71.38376565,41.86230001,PAWTUCKET
-71.38404367,41.8654405,PAWTUCKET
-71.38473109,41.86755791,PAWTUCKET
-71.3851796,41.86829851,PAWTUCKET
-71.38580138,41.86999252,PAWTUCKET
-71.38581877,41.87124884,PAWTUCKET
-71.40839998,41.85743556,PAWTUCKET
-71.40720311,41.86201414,PAWTUCKET
-71.40713538,41.86162487,PAWTUCKET
-71.39913856,41.86703591,PAWTUCKET
-71.39908357,41.86615081,PAWTUCKET
-71.39929681,41.86371561,PAWTUCKET
-71.39919,41.8614844,PAWTUCKET
-71.39881104,41.8604418,PAWTUCKET
-71.39876987,41.85929465,PAWTUCKET
-71.39806124,41.85894082,PAWTUCKET
-71.39056009,41.85830556,PAWTUCKET
-71.39000171,41.85950605,PAWTUCKET
-71.38942422,41.86024817,PAWTUCKET
-71.38936638,41.86086985,PAWTUCKET
-71.38879464,41.86156105,PAWTUCKET
-71.38825333,41.86270212,PAWTUCKET
-71.38794216,41.86371398,PAWTUCKET
-71.38752437,41.86473734,PAWTUCKET
-71.3875092,41.86691776,PAWTUCKET
-71.38727776,41.86766599,PAWTUCKET
-71.40175944,41.85837144,PAWTUCKET
-71.39995735,41.8598949,PAWTUCKET
-71.40259404,41.85953038,PAWTUCKET
-71.40182841,41.85990895,PAWTUCKET
-71.40176788,41.86141955,PAWTUCKET
-71.40193978,41.86321631,PAWTUCKET
-71.40222464,41.86533349,PAWTUCKET
-71.39931548,41.85675679,PROVIDENCE
-71.39886439,41.85847418,PAWTUCKET
-71.38902983,41.8591001,PAWTUCKET
-71.38834912,41.85959019,PAWTUCKET
-71.38833215,41.8603475,PAWTUCKET
-71.38763245,41.86079588,PAWTUCKET
-71.39221804,41.857076,PAWTUCKET
-71.39311829,41.85931686,PAWTUCKET
-71.39407953,41.86029942,PAWTUCKET
-71.39557004,41.86111933,PAWTUCKET
-71.39276622,41.85728427,PAWTUCKET
-71.39129686,41.85905246,PAWTUCKET
-71.39242556,41.85908496,PAWTUCKET
-71.39693814,41.85891592,PAWTUCKET
-71.39706306,41.85825505,PAWTUCKET
-71.38698409,41.86009746,PAWTUCKET
-71.39579818,41.85981302,PAWTUCKET
-71.39066157,41.85990929,PAWTUCKET
-71.38631124,41.86018217,PAWTUCKET
-71.38561157,41.85952039,PAWTUCKET
-71.39224476,41.85964865,PAWTUCKET
-71.39460014,41.86004367,PAWTUCKET
-71.39441933,41.86137171,PAWTUCKET
-71.38731772,41.86287146,PAWTUCKET
-71.38628288,41.86254937,PAWTUCKET
-71.38529394,41.86330714,PAWTUCKET
-71.38627668,41.86458253,PAWTUCKET
-71.29960689,41.56252779,PORTSMOUTH
-71.29545232,41.56657795,PORTSMOUTH
-71.27471237,41.5789581,PORTSMOUTH
-71.27277983,41.57964716,PORTSMOUTH
-71.27082016,41.58035482,PORTSMOUTH
-71.27225698,41.58026302,PORTSMOUTH
-71.2731881,41.58033822,PORTSMOUTH
-71.27399755,41.58053618,PORTSMOUTH
-71.27508638,41.58105478,PORTSMOUTH
-71.27349817,41.5788657,PORTSMOUTH
-71.27190185,41.57878239,PORTSMOUTH
-71.27108842,41.57934629,PORTSMOUTH
-71.27462713,41.57976209,PORTSMOUTH
-71.27581328,41.57989336,PORTSMOUTH
-71.276355,41.58015498,PORTSMOUTH
-71.27540347,41.58089131,PORTSMOUTH
-71.27497407,41.58176155,PORTSMOUTH
-71.2775944,41.57881351,PORTSMOUTH
-71.27710693,41.57937901,PORTSMOUTH
-71.27619781,41.57904178,PORTSMOUTH
-71.27657748,41.5793243,PORTSMOUTH
-71.27580892,41.57792744,PORTSMOUTH
-71.27666593,41.57754755,PORTSMOUTH
-71.2722936,41.57821474,PORTSMOUTH
-71.27711808,41.58573998,PORTSMOUTH
-71.27798564,41.58595153,PORTSMOUTH
-71.27505097,41.58520701,PORTSMOUTH
-71.27054626,41.58495352,PORTSMOUTH
-71.26981793,41.58563546,PORTSMOUTH
-71.2707683,41.58401327,PORTSMOUTH
-71.41765591,41.85948888,PROVIDENCE
-71.42192168,41.85992813,PROVIDENCE
-71.42390176,41.86035775,PROVIDENCE
-71.42350703,41.85973266,PROVIDENCE
-71.4249669,41.85928485,PROVIDENCE
-71.4258901,41.86054395,PROVIDENCE
-71.42644709,41.85951688,PROVIDENCE
-71.42614457,41.85903617,PROVIDENCE
-71.47181678,41.83728445,PROVIDENCE
-71.46878337,41.83857973,PROVIDENCE
-71.46532323,41.83903573,PROVIDENCE
-71.46633243,41.8408176,PROVIDENCE
-71.46264068,41.84175712,PROVIDENCE
-71.4636885,41.8425841,PROVIDENCE
-71.46106501,41.84183736,PROVIDENCE
-71.46152185,41.84283044,PROVIDENCE
-71.46001613,41.84282685,PROVIDENCE
-71.45839936,41.84590801,PROVIDENCE
-71.45684748,41.84693734,PROVIDENCE
-71.45558823,41.84759561,PROVIDENCE
-71.45758121,41.84637314,PROVIDENCE
-71.45832726,41.84467948,PROVIDENCE
-71.45550135,41.84609853,PROVIDENCE
-71.453548,41.84865953,PROVIDENCE
-71.45460407,41.84782224,PROVIDENCE
-71.45283058,41.84747186,PROVIDENCE
-71.45212068,41.84879486,PROVIDENCE
-71.45132832,41.85040929,PROVIDENCE
-71.44783077,41.85287382,PROVIDENCE
-71.4437602,41.85460418,PROVIDENCE
-71.44325616,41.85525703,PROVIDENCE
-71.44232029,41.85525908,PROVIDENCE
-71.44229883,41.85618983,PROVIDENCE
-71.41205214,41.85877624,PROVIDENCE
-71.41347239,41.85899443,PROVIDENCE
-71.41497896,41.8591833,PROVIDENCE
-71.4135771,41.85791818,PROVIDENCE
-71.41408299,41.85847189,PROVIDENCE
-71.41193081,41.85711614,PROVIDENCE
-71.41500599,41.85811156,PROVIDENCE
-71.41298134,41.85672891,PROVIDENCE
-71.41901355,41.85891573,PROVIDENCE
-71.41210066,41.85576925,PROVIDENCE
-71.41635279,41.85778833,PROVIDENCE
-71.41392385,41.8564621,PROVIDENCE
-71.41495692,41.85610389,PROVIDENCE
-71.41576594,41.85579012,PROVIDENCE
-71.41378816,41.85493061,PROVIDENCE
-71.41348894,41.8533973,PROVIDENCE
-71.41511921,41.85368439,PROVIDENCE
-71.41547691,41.85673453,PROVIDENCE
-71.41691613,41.85271903,PROVIDENCE
-71.41599314,41.85221942,PROVIDENCE
-71.41680967,41.85397977,PROVIDENCE
-71.41542387,41.85171776,PROVIDENCE
-71.41370381,41.85191754,PROVIDENCE
-71.41358879,41.8530044,PROVIDENCE
-71.41446375,41.85256749,PROVIDENCE
-71.41525483,41.8526979,PROVIDENCE
-71.41537341,41.85460735,PROVIDENCE
-71.41612941,41.85466749,PROVIDENCE
-71.41761056,41.85821703,PROVIDENCE
-71.41952619,41.85706835,PROVIDENCE
-71.41968922,41.85760642,PROVIDENCE
-71.41981925,41.8564063,PROVIDENCE
-71.41989747,41.85837285,PROVIDENCE
-71.42054945,41.85936468,PROVIDENCE
-71.42320031,41.85909353,PROVIDENCE
-71.42437971,41.85369495,PROVIDENCE
-71.42438146,41.85513115,PROVIDENCE
-71.42539256,41.8570122,PROVIDENCE
-71.41793058,41.85451292,PROVIDENCE
-71.41834114,41.85579365,PROVIDENCE
-71.41738798,41.85508053,PROVIDENCE
-71.41729019,41.85597824,PROVIDENCE
-71.41870999,41.85369183,PROVIDENCE
-71.41944984,41.8528621,PROVIDENCE
-71.418559,41.85243711,PROVIDENCE
-71.41837821,41.85185288,PROVIDENCE
-71.42116908,41.85342963,PROVIDENCE
-71.4211146,41.85209899,PROVIDENCE
-71.42252288,41.85270579,PROVIDENCE
-71.42162283,41.85295291,PROVIDENCE
-71.42197596,41.85184203,PROVIDENCE
-71.42325447,41.85181861,PROVIDENCE
-71.41763453,41.85133966,PROVIDENCE
-71.41787852,41.85061515,PROVIDENCE
-71.41905791,41.8505343,PROVIDENCE
-71.41775263,41.84722194,PROVIDENCE
-71.41876409,41.84878113,PROVIDENCE
-71.41856757,41.84740825,PROVIDENCE
-71.41477726,41.84896468,PROVIDENCE
-71.41601815,41.84951242,PROVIDENCE
-71.41513356,41.84969207,PROVIDENCE
-71.41704922,41.84807587,PROVIDENCE
-71.41409089,41.85029915,PROVIDENCE
-71.41712152,41.84988104,PROVIDENCE
-71.41607709,41.84852802,PROVIDENCE
-71.42040844,41.85041553,PROVIDENCE
-71.41423988,41.84873505,PROVIDENCE
-71.41368796,41.84965868,PROVIDENCE
-71.41100908,41.85604538,PROVIDENCE
-71.41253647,41.85375796,PROVIDENCE
-71.4117865,41.85062656,PROVIDENCE
-71.4123961,41.84925465,PROVIDENCE
-71.41307936,41.84802782,PROVIDENCE
-71.41386146,41.84677075,PROVIDENCE
-71.41564047,41.84660417,PROVIDENCE
-71.41083077,41.85316789,PROVIDENCE
-71.41020439,41.85446498,PROVIDENCE
-71.40940647,41.85570229,PROVIDENCE
-71.41131943,41.85188362,PROVIDENCE
-71.41738148,41.84587623,PROVIDENCE
-71.41599209,41.84694852,PROVIDENCE
-71.41490619,41.8479961,PROVIDENCE
-71.41942457,41.84735697,PROVIDENCE
-71.41900325,41.84595787,PROVIDENCE
-71.41854803,41.84465259,PROVIDENCE
-71.41541686,41.83784485,PROVIDENCE
-71.41522464,41.83753603,PROVIDENCE
-71.4147852,41.83735162,PROVIDENCE
-71.41429799,41.83679449,PROVIDENCE
-71.41289973,41.83644119,PROVIDENCE
-71.41111645,41.83154106,PROVIDENCE
-71.40846102,41.83394077,PROVIDENCE
-71.40814858,41.83274445,PROVIDENCE
-71.42578095,41.85843589,PROVIDENCE
-71.42448399,41.85794308,PROVIDENCE
-71.42592751,41.85756272,PROVIDENCE
-71.42380339,41.85761173,PROVIDENCE
-71.42244053,41.85698514,PROVIDENCE
-71.42436254,41.85664246,PROVIDENCE
-71.42220039,41.85474848,PROVIDENCE
-71.42270448,41.85386095,PROVIDENCE
-71.42345962,41.85647633,PROVIDENCE
-71.39832834,41.82067376,PROVIDENCE
-71.39850846,41.82119689,PROVIDENCE
-71.39840437,41.82169605,PROVIDENCE
-71.3986759,41.82252396,PROVIDENCE
-71.39922824,41.82644081,PROVIDENCE
-71.39968958,41.82933588,PROVIDENCE
-71.39982252,41.83046195,PROVIDENCE
-71.40000368,41.83160245,PROVIDENCE
-71.40097102,41.83290073,PROVIDENCE
-71.40100524,41.83313323,PROVIDENCE
-71.40781187,41.83033892,PROVIDENCE
-71.40754926,41.82919677,PROVIDENCE
-71.408216,41.83160433,PROVIDENCE
-71.40818861,41.83531988,PROVIDENCE
-71.40641742,41.83535445,PROVIDENCE
-71.40621837,41.83399497,PROVIDENCE
-71.40619279,41.83277757,PROVIDENCE
-71.40577818,41.83136806,PROVIDENCE
-71.40533895,41.830057,PROVIDENCE
-71.40544197,41.83485189,PROVIDENCE
-71.40482019,41.83381904,PROVIDENCE
-71.40414976,41.83286138,PROVIDENCE
-71.40389657,41.83133333,PROVIDENCE
-71.40361486,41.82969798,PROVIDENCE
-71.40192383,41.83139759,PROVIDENCE
-71.40688319,41.83000364,PROVIDENCE
-71.40675136,41.82892058,PROVIDENCE
-71.40585672,41.82812908,PROVIDENCE
-71.40794505,41.82798427,PROVIDENCE
-71.40819997,41.8284527,PROVIDENCE
-71.41828416,41.84377943,PROVIDENCE
-71.4196228,41.84866971,PROVIDENCE
-71.413914,41.84363062,PROVIDENCE
-71.41460743,41.84243176,PROVIDENCE
-71.41535061,41.84116036,PROVIDENCE
-71.41605588,41.83992607,PROVIDENCE
-71.41291201,41.83693378,PROVIDENCE
-71.41373083,41.83893076,PROVIDENCE
-71.41222892,41.84138376,PROVIDENCE
-71.41203299,41.84271414,PROVIDENCE
-71.41245545,41.84395984,PROVIDENCE
-71.41337119,41.84484073,PROVIDENCE
-71.41328493,41.84560119,PROVIDENCE
-71.41294919,41.84644911,PROVIDENCE
-71.41168019,41.82678023,PROVIDENCE
-71.40297473,41.82718364,PROVIDENCE
-71.40495945,41.82899771,PROVIDENCE
-71.40509883,41.83205683,PROVIDENCE
-71.40302041,41.83218387,PROVIDENCE
-71.40107099,41.83216576,PROVIDENCE
-71.40251549,41.83296171,PROVIDENCE
-71.40388379,41.82821254,PROVIDENCE
-71.40632437,41.83058419,PROVIDENCE
-71.40032394,41.81708107,PROVIDENCE
-71.40070751,41.81653152,PROVIDENCE
-71.40144469,41.81726281,PROVIDENCE
-71.4020172,41.81789941,PROVIDENCE
-71.40217273,41.81826647,PROVIDENCE
-71.40152155,41.82029296,PROVIDENCE
-71.40241798,41.82127828,PROVIDENCE
-71.40306252,41.82198948,PROVIDENCE
-71.40373432,41.82279346,PROVIDENCE
-71.40454888,41.82354775,PROVIDENCE
-71.40531771,41.82429016,PROVIDENCE
-71.40619241,41.82526042,PROVIDENCE
